en,md
uniqueness,獨特性；單一性；唯一性
suspense,懸疑
reread,重讀
kennel,下水道
cartilage,軟骨
spindle,主軸；轉軸；心軸
gong,鑼
gums,齒齦；樹膠
preservative,防腐劑；保存的；防腐處理；保存劑
yukon,湯子
preferential,優先
coax,同軸電纜
regatta,賽船
vigor,活力；強健
vibrate,振動
lymphoma,淋巴瘤
celery,芹菜
purification,淨化；純化
alligator,鱷魚皮；起重機；兩棲戰車；美洲鱷
microorganism,微生物
veneer,薄層；薄木片
wrought,鍛
potency,能；效力；位能
mirage,蜃景
checker,檢驗者
precedence,在先；優先性
otter,水獺
gloom,陰暗
groundwork,基礎；地基
antagonist,反派角色；拮抗劑
predicate,述語；述詞
cot,嬰兒床
nomad,遊牧民
monologue,獨白；獨語
astrology,占星術；占星學
pulley,滑輪
conservatory,音樂學院；音樂學校
hoses,軟管
toughness,韌性；韌度
dropout,退出；失落
primate,靈長類動物；靈長動物
ecstasy,搖頭丸
parchment,羊皮；羊皮紙
lu,魯風
neutron,中子
sulfur,硫；硫黃
deforestation,毀林
paranoia,妄想症；妄想狂
mid-range,中程
clam,蛤；蚌蛤
oculus,眼
commando,突擊隊員
wholesaler,經銷商；批發商
placard,標貼
frontal,正面；額的；額骨
instrumentation,儀器；儀表
spar,晶石
dope,摻雜；塗料
embargo,禁運；封港
bends,頭帶
horticulture,園藝；園藝學
blight,疫病；枯萎病
bumpy,凸起
alkaline,鹼性；鹼性的
jumbo,重型的
formality,格式
plough,犁
electrolyte,電解質；電解液
propulsion,推進
assessor,評估人；評審員；評鑑者
emoji,表情符號
spout,井噴；水龍捲
tremor,顫抖；顫動；震顫；微震
acknowledgment,確認；應答
hornets,大黃蜂
nutritionist,營養學家
reappear,重現
ren,腎臟
incline,斜面
typo,打字錯誤
squid,烏賊
freshness,鮮度；新鮮度
onshore,向岸；陸上的
plume,羽毛；羽狀；煙流
brittle,脆的；易碎的；脆性
dopamine,多巴胺
retrofit,改裝；修整
elm,榆樹；榆木
moron,上愚
fragrant,香的
supra,如前述
wake-up,喚醒
beige,米黃
blemish,瑕疵；污點
flicker,閃爍；閃爍燈
correctness,正確性
yolk,卵黃
receivable,應收帳款
craze,時狂
decode,解碼
precipitate,沉澱；沉降；沉澱物；沈澱物；沈降
snowflake,雪花；雪片；雪花狀
shipyard,造船廠
prehistoric,史前的
decipher,解密
adolescence,青少年；青春期；壯年；青少年期；青年期
recoup,補償
dresser,廚台
ooze,滲出；軟泥
rerun,重作
lookup,查找
borderline,邊緣
bracing,支撐；拉筋；斜撐
expatriate,外派人員
bruising,瘀痕；碰損
pronunciation,發音
voiceover,旁白
multiplier,倍增器
consignment,寄售
bar-code,條碼
bullies,校園霸凌事件
wiper,下手；雨刷
agitate,激勵；攪拌
fallacy,謬誤
sclerosis,硬化；硬化症
epidemiology,流行病學
swivel,撐架；轉環
laguna,潟湖
sprays,噴霧；噴霧劑；噴水器
dizziness,暈眩；眩暈
callback,回撥
emulator,模擬器
eddy,漩渦；渦流；旋渦；渦旋
repatriation,遣返；回任
ultraviolet,紫外；紫外線
telecommunication,電信
inverse,反；反向；反常；倒置
coffer,保險箱
aggregation,集團；聚集；集合；群聚；聚力；聚合
oysters,牡蠣
bonnet,引擎蓋；機罩
df,自由度
milling,銑；碾磨
drier,乾燥機；乾燥劑
dispenser,計量器；分配器
corvette,輕型巡防艦
rapport,建立關係
peppermint,薄荷
whistler,通氣孔；出氣孔
standstill,靜止；停機狀態
deactivate,鈍化
portability,可攜性
grassland,草地；草原
emery,剛砂；金剛砂；金鋼砂
jogging,微動
reptiles,爬蟲類
allergen,過敏原
sandbox,沙箱
abort,中斷；中止
resultant,合力
retrieval,擷取；提取；檢索；反演
genomic,基因體的
tongs,鉗；夾子；夾具；夾鉗
blistering,起泡
microbial,微生物的
off-topic,離題
commercialization,商業化
hairy,有毛的；髮狀；多毛的
clover,三葉草
polygon,多邊形
giraffe,長頸鹿
beep,嗶聲
browning,致黑；褐變
fluoride,氟化物
propeller,螺旋槳；螺旋漿
swine,豬
abyss,深海；海溝
anemia,貧血；貧血病
self-defense,自衛
vocation,職業
servo,伺服；伺服器；繼動；伺服機
embodiment,體現；浮雕
acidity,酸度
upholstery,內裝
high-resolution,高解析度
pedestal,支柱；底座；台座
tickle,回應
dew,露
substandard,不標準的；副標準
detonate,爆炸
broom,掃帚
localization,定位；在地化；國產化；局限性；局部化
barcode,條碼
hereditary,遺傳的；遺傳性的
specificity,特異性；專一性；專屬性；特異度
quart,夸；夸脫
antivirus,抗病毒；防毒
lobe,葉；瓣；裂片
overboard,船外
parishes,教區
drop-off,速度下降
articulation,節；關節；連接；發聲；清晰度
dexter,右；右側的
shackle,連結環
relics,殘餘物
catchment,集水；集水區
tornadoes,龍捲風
aerobic,有氧的
overt,公開的
seaweed,海藻；海草
wean,嬰兒
concentrates,濃縮物
enamel,琺瑯；琺瑯質；搪瓷；牙釉質
tofu,豆腐
colonization,殖民；拓殖；殖民化；移生；聚落形成
residues,殘留物
cusp,尖；尖形；尖點
self-confidence,自信
encroachment,入侵
cataract,瀑布；白內障；大瀑布；瀑流
outlier,異常值；寬限的
bile,膽汁
stimulant,興奮劑；刺激物；刺激劑
collier,運煤船
underwriter,保險人員
loudspeaker,擴音器；音箱；揚聲器
catheter,導管
modulation,調節；調幅；調變；調制
depletion,出清；枯竭；耗盡；耗竭；耗乏；折耗
amplitude,幅度；振幅
substantiate,確證
fortify,構築工事
geologist,地質學家
incision,缺陷；切斷
nil,零
siemens,西門子
genealogy,系譜；系譜學
sprinkler,灑水器
cortisol,皮質醇；可體松；皮質固醇
remission,減輕；緩解
tortoise,陸龜；落盤
grapefruit,葡萄柚
secretion,分泌
subgroup,分組；子群；亞集團
suede,麂皮
break-in,侵入
spacer,間隔；墊圈
utensils,器具
foothill,山麓；麓山
surety,擔保；保證人；擔保人
arbitrator,仲裁者；仲裁人
wart,疣
undone,已復原
opt-in,選擇加入
dilution,稀釋
determinant,決定因素；行列式
ebb,退潮；落潮
karaoke,卡拉OK；伴唱機
cholera,霍亂
eradication,撲滅；根除
overdraft,透支；超抽
diffusion,擴散；漫射；擴散作用
fascism,法西斯主義
bonfire,篝火
truce,停戰
zucchini,筍瓜
append,附加
rollers,滾浪
authorisation,授權
dyes,染料
registrant,登錄者
hyper,超；過度
chandelier,枝形吊燈
platoon,排；車隊
shipper,貨主；託運人
moniker,綽號
archipelago,群島
exaggeration,誇張手法
darcy,達西
ether,以太；醚；乙醚
conformity,符合；整合；合格；從眾；符合性；符合度
aptitude,性向
videotape,錄影帶
mucus,黏液；粘液
transfusion,滲透；輸液；滲流
strata,層；階層；地層；戰略圖
sell-off,出售
duplication,重複；複製
juncture,接點；接合點
tinder,火絨
devolution,退化；分權；權力移轉
transporter,搬運車；搬運船
eczema,濕疹
unison,同音
feline,貓的
caliper,卡鉗；卡尺
reconnaissance,踏勘
incubation,培養；培育；潛伏期
splinter,碎片
self-determination,自主權；自決
sweeter,甘味劑
downpour,傾盆大雨
malignant,惡性；惡性的
entourage,配景
cis,順式
condense,冷凝
fluff,疏鬆；絨毛；起毛
coerce,強迫
herbicide,除草劑；殺草劑
jargon,術語
corroborate,確證
mire,目標；標點；泥沼；沼地
prawn,大蝦
virtualization,虛擬化
alcoholism,酗酒；酒精中毒
brine,鹽水；滷水；鹵水
aerosol,煙塵；噴霧劑；氣溶膠；噴霧裝
serotonin,血清素；羥色胺；血管收縮素
butts,棚架
multiplication,乘；倍增；乘法；增殖
subcontractor,小包商；分包商；轉包商
originality,原創性
handlebar,把手
lumen,腔；網眼；流明；中腔
blooming,模糊現象
colonialism,殖民主義
varnish,漆；凡尼斯；清漆
funder,出資者
levin,電閃
gastric,胃的
raisin,葡萄乾
toolbox,工具箱
tactile,觸覺；觸覺的
barney,大吵大鬧
masculinity,雄相
individuality,個別性；個體性
fibrosis,纖維化
backstory,背景故事
stationery,信箋
restitution,恢復；復原；回復
apathy,冷漠
disband,裁撤
monoxide,一氧化碳
stills,劇照；蒸餾器
lucid,清醒的
thyme,百里香；麝香草
compartments,腔室
spaceship,太空船
herpes,皰疹；疱疹；泡疹
self-service,自助服務
subvert,顛覆
crayon,蠟筆
amortization,折舊；攤銷；分期償還
sporadic,散發的；散發性
tailgate,跟進；尾門
nascent,新生的；初發的
theorem,定理
bastion,稜堡
nuke,殺光
impedance,阻抗
overwrite,改寫；重寫
cutters,中葉
facilitation,促進作用
insurrection,叛亂
viola,中提琴
micron,微；微米
prenatal,出生前；產前的
subcontinent,亞大陸
prod,觸頭
violator,違規者
reformation,重整期
grids,方格
caricature,諷刺漫畫；諷刺畫
sharpness,銳度；清晰度
congenital,先天的；先天性的
snoop,監聽
sheath,鞘；護套
acorn,橡實
biz,業務
lull,風歇
dizzy,頭暈的
percentile,百分位；百分位數
phosphorus,磷
accompaniment,伴奏
rabies,狂犬病
denominator,分母
puberty,青春期；發身；開花期
carbonate,碳酸鹽
peroxide,過氧化物
particulate,微粒
powders,粉末；散劑
responsiveness,回應性
follicle,濾泡
earthy,土味的；土狀；接地的
mil,密爾；密耳；密位
lingerie,女內衣
montage,蒙太奇
betterment,改良；改良工程
lifeboat,救生艇
bedrock,岩盤；底岩；岩床
molds,黴
myrtle,桃金娘
hatchback,掀背車
bard,遊唱詩人；吟唱詩人
mangrove,紅樹林
blob,斑；斑點
relativity,相對論；相對性
superstition,迷信
spore,孢子；芽胞
hardness,強度；硬度
onlooker,旁觀者
dazzle,眩眼
obligatory,義務；絕對的
tights,緊身衣
multiples,重播
aversion,嫌惡
carcinoma,癌
promenade,步道；休閒步道
approximation,近似；概算；近似值
triangular,三角形；三角形的
airfield,機場；飛行場
snowball,雪球
slippers,拖鞋
probiotics,益生菌
paraphrase,暗語
berg,冰山
antidote,解毒劑；解毒藥
collate,校對
quadrant,象限；象限儀
stencil,模板
mouthpiece,口型；吹嘴；傳話筒
disinfect,消毒
leaflets,傳單
ohm,歐姆
clasp,夾緊；書扣
criminality,犯罪
perpendicular,垂直；垂直的；垂線
extremity,極限；四肢
stylus,唱針；電筆
murmur,雜音；心雜音
role-playing,角色扮演
divergence,擴散；輻射；發散
conveyor,輸送帶；輸送機；運送機
forgery,偽造；偽造品
lac,蟲；蟲膠
magnification,擴大；放大
thunderbolt,霹靂
semi-,半
preface,序言
biopic,傳記電影
alight,登陸；降落
postcode,郵遞區號
bellow,風箱
fragmentation,分裂；分割；碎片；碎裂；破片；碎斷
translucent,半透明；半透明的
merchandising,商品化
fathom,噚
cognition,認知；識別力
dens,齒
propagation,傳播；傳遞；繁殖；增殖
flask,容器；燒瓶
shank,柄；字身
tusk,獠牙
greenfield,綠地；自然綠地
privatization,民營化；私有化
helium,氦；氦氣
stave,棍棒
receptionist,接待員
grandeur,誇大
coercion,強制
globalisation,全球化
disarm,解除
nectar,花蜜
latent,潛伏；潛伏的
cypress,檜木
psoriasis,乾癬；牛皮癬
lockout,封鎖；關廠；鎖廠
qi,氣
cede,分保
stoop,蹲身
imperialism,帝國主義
homo,同性戀
rung,階；梯級；指令集
painless,無痛的
autopilot,自動駕駛；自動導航；自動駕駛儀
rivet,鉚釘
foreman,領班
dependant,依賴的
gemstone,寶石
divider,分規
tenderness,柔嫩
pelvis,骨盆
snub,煞住；衝擊吸收
severance,解離
pelicans,鵜鶘
rodents,囓齒類
foundry,鑄造廠
misrepresentation,錯誤表示
eleventh,十一度
masquerade,冒充
juno,朱諾
succulent,肉質多汁
hysteria,歇斯底里；歇斯底里症
artistry,藝術性
platelet,血小板；小晶片
emancipation,解放
euthanasia,安樂死
lube,潤滑油
illegitimate,非法的
langley,蘭利
deluge,大洪水
pyramids,金字塔
inertia,慣性；惰性；慣量
damper,阻尼器；擋板；風門；減速器
dormitory,學校宿舍
sealant,密封膠
raccoon,浣熊
transcribe,轉錄
arsenic,砷
utopia,烏托邦
fluke,吸蟲
pancreas,胰；胰臟
ferns,蕨類
slabs,板條
centimeter,公分；厘米
spool,級；心軸
diarrhoea,腹瀉
liberalism,自由主義
refrigeration,冷凍；冷藏；冷卻；致冷
periphery,周邊；週邊；邊陲
siphon,虹吸；虹吸管；出水管
goldsmith,金匠
reorganization,改組；重組；組織重整
hives,蕁麻疹
clockwise,順時針；順時針的
cor,心臟
martini,馬丁尼
juniper,杜松；杜松子
interoperability,交互作用；互動能力；互通性；互操作性
rainwater,雨水
aberration,畸形；像差；畸變
mufti,便服
counterattack,逆襲
convent,女修道院
biofuel,生質能；生質燃料；生物燃料
airlift,空運
connotation,暗示
absurdity,謬論
picker,採收者
meningitis,腦膜炎
forfeiture,沒收
rollover,反轉
impasse,僵局
disobedience,反抗權威
saline,鹽礦；食鹽的
docked,停駐
ballast,碎石；配重；安定器；道碴；壓載
mobilization,動員；活化作用
bloat,鼓脹
hindrance,障礙
handover,轉移；交接；移交
hawthorn,山楂
boolean,布林
spasm,痙攣
octave,八度
cutoff,截止；截斷；截切；截水牆
introvert,內向者
scavenger,清道夫；清除者；清掃機
labyrinth,迷路
wedges,楔形
trappings,裝飾物
modulate,調變
hump,高峰；隆起；駝背；小丘；駝峰
slant,調色盤；斜向；斜坑；偏頗報導
phenotype,表現型；顯型
circumference,周圍；圓周
granular,粒狀；粒狀的
live-action,現場演出
baroque,巴洛克
brainstorming,腦力激盪；腦力激盪法
levies,公課
reparation,賠償
predominant,主要的；優勢的
pelt,毛皮
epitome,摘要
slime,殘渣；黏液；黏質
synonym,同義字；同義語
escrow,代管契約
powertrain,動力裝置
executor,遺囑執行人
vaporizer,蒸發器
floss,絨毛
outlay,支出
sneaker,運動鞋
rem,雷姆；侖目
diaphragm,膜；橫膈；隔膜；橫膈膜；橫隔膜；膜片
lice,蝨
revocation,報廢
amalgamation,合併；融合
forte,強
burr,毛邊；毛口
medial,中間；中間的
pollard,麩
maul,大槌
auditory,聽覺的
gymnasium,健身房；運動室
radiology,放射線科；放射學；放射線學
objectivity,客觀性
brood,孵育；同窩
toad,蟾蜍
biceps,二頭肌
analyzer,分析儀；分析器
hallucination,幻覺
kiln,窯；窯爐
bubbling,冒泡
elasticity,彈性
acumen,尖頭
mania,狂；躁症
gripe,腹絞痛
intranet,內部網路
crutch,襠
impairments,損耗
pomegranate,石榴
conservatism,保守主義
witchcraft,巫術
proofs,校樣
impurity,雜質；不純
extravaganza,狂想劇
zenith,天頂
peat,泥煤；泥炭
flutter,震動；顫動；撲動
dispatcher,調度員
rad,雷德；雷得
standardization,標準化；規格化
fluency,流暢性
twig,小枝
lana,羊毛
psychotherapy,心理治療；精神治療；精神療法
foresight,前視
riser,浮點；冒口
hypotheses,假說
prodigy,天才
equator,赤道
apricot,杏黃色
transgression,越界；海進；超度；踰矩
sandstone,砂石；砂岩；沙岩
glimmer,雲母
supercar,超級跑車
insecticide,殺蟲劑
capitalisation,資本化
first-person,第一人稱
pendulum,擺；鐘擺；擺錘
conductors,導體
duplex,對；雙；雙的；雙工
cello,大提琴
biomarker,生物標記；生物指標
splice,剪接；光結合；接片
mites,蟎
spectra,光譜
biochemistry,生物化學
condensation,凝聚；濃縮；凝結；稠密；冷凝；凝縮；節縮；縮合
nebula,星雲
hammock,吊床
jigsaw,電鋸
mussels,蛤貝
nudity,裸體畫
freelancer,自由工作者
reflector,反射鏡；反光板；反射器；反射層；反光面
bushing,套管；襯套；軸套
workmanship,工藝
amplification,放大；擴增；放大倍率；放大作用
ultimatum,最後通牒
boar,豬；公豬
localities,聚居地
windfall,風落果
top-level,頂層
dynamite,炸藥
tort,侵權行為
illiterate,文盲
roll-out,推出；轉出
conjecture,猜想
waveform,波形；波型
comptroller,會計長
isotope,同位素
forensics,鑑識
millimeter,毫米
decadent,衰落；衰落的
front-end,前端
viper,蝮蛇
reclamation,回收；開墾；填海造地；墾植；填地
casket,罐；小桶
decals,貼紙
electrification,電化
disinfectant,消毒藥；消毒的；消毒劑
modernity,現代性
